ID                                      0x5212
Delivery_person_ID             COIMBRES01DEL01
Delivery_person_Age                  39.000000
Delivery_person_Ratings               4.000000
Restaurant_latitude                  11.016298
Restaurant_longitude                 76.972076
Delivery_location_latitude           11.126298
Delivery_location_longitude          77.082076
Order_Date                          10-03-2022
Time_Orderd                              21:20
Time_Order_picked                        21:30
Weather conditions                       Sunny
Road_traffic_density                       Jam
Vehicle_condition                            0
Type_of_order                           Drinks
Type_of_vehicle                     motorcycle
multiple_deliveries                   0.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     42.000000
Name: 29652, dtype: object
