ID                                       0x867b
Delivery_person_ID               CHENRES20DEL02
Delivery_person_Age                   34.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   12.975996
Restaurant_longitude                  80.221898
Delivery_location_latitude            13.055996
Delivery_location_longitude           80.301898
Order_Date                           06-03-2022
Time_Orderd                               17:50
Time_Order_picked                         18:05
Weather conditions                       Cloudy
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                    Yes
City                              Metropolitian
Time_taken (min)                      44.000000
Name: 26148, dtype: object
