ID                                    0x7c43
Delivery_person_ID             HYDRES17DEL01
Delivery_person_Age                26.000000
Delivery_person_Ratings             4.400000
Restaurant_latitude                17.451976
Restaurant_longitude               78.385883
Delivery_location_latitude         17.461976
Delivery_location_longitude        78.395883
Order_Date                        01-03-2022
Time_Orderd                             8:10
Time_Order_picked                       8:25
Weather conditions                    Stormy
Road_traffic_density                     Low
Vehicle_condition                          0
Type_of_order                           Meal
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   28.000000
Name: 43412, dtype: object
