ID                                    0x616c
Delivery_person_ID             SURRES07DEL02
Delivery_person_Age                15.000000
Delivery_person_Ratings             1.000000
Restaurant_latitude                21.170798
Restaurant_longitude               72.790489
Delivery_location_latitude         21.220798
Delivery_location_longitude        72.840489
Order_Date                        24-03-2022
Time_Orderd                              NaN
Time_Order_picked                      17:30
Weather conditions                       NaN
Road_traffic_density                     NaN
Vehicle_condition                          3
Type_of_order                          Snack
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   32.000000
Name: 31136, dtype: object
