ID                                       0x846b
Delivery_person_ID              COIMBRES18DEL02
Delivery_person_Age                   23.000000
Delivery_person_Ratings                4.500000
Restaurant_latitude                   11.020910
Restaurant_longitude                  76.940432
Delivery_location_latitude            11.070910
Delivery_location_longitude           76.990432
Order_Date                           01-04-2022
Time_Orderd                               22:55
Time_Order_picked                         23:10
Weather conditions                          Fog
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                                        NaN
Time_taken (min)                      12.000000
Name: 31246, dtype: object
