ID                                     0x74f0
Delivery_person_ID             CHENRES05DEL02
Delivery_person_Age                 24.000000
Delivery_person_Ratings              3.500000
Restaurant_latitude                 13.058616
Restaurant_longitude                80.264151
Delivery_location_latitude          13.188616
Delivery_location_longitude         80.394151
Order_Date                         06-04-2022
Time_Orderd                             23:30
Time_Order_picked                       23:45
Weather conditions                      Sunny
Road_traffic_density                      Low
Vehicle_condition                           1
Type_of_order                           Snack
Type_of_vehicle                    motorcycle
multiple_deliveries                  0.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    36.000000
Name: 26757, dtype: object
