ID                                    0xb685
Delivery_person_ID             MUMRES18DEL01
Delivery_person_Age                24.000000
Delivery_person_Ratings             4.000000
Restaurant_latitude                19.109300
Restaurant_longitude               72.825451
Delivery_location_latitude         19.149300
Delivery_location_longitude        72.865451
Order_Date                        19-03-2022
Time_Orderd                            12:25
Time_Order_picked                      12:35
Weather conditions                       Fog
Road_traffic_density                    High
Vehicle_condition                          1
Type_of_order                         Drinks
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   31.000000
Name: 23073, dtype: object
