ID                                      0x61d3
Delivery_person_ID             COIMBRES11DEL03
Delivery_person_Age                  35.000000
Delivery_person_Ratings               4.300000
Restaurant_latitude                  11.001753
Restaurant_longitude                 76.986241
Delivery_location_latitude           11.061753
Delivery_location_longitude          77.046241
Order_Date                          26-03-2022
Time_Orderd                              23:20
Time_Order_picked                        23:30
Weather conditions                  Sandstorms
Road_traffic_density                       Low
Vehicle_condition                            0
Type_of_order                             Meal
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     27.000000
Name: 19375, dtype: object
