ID                                      0x6f76
Delivery_person_ID             COIMBRES20DEL01
Delivery_person_Age                  39.000000
Delivery_person_Ratings               4.500000
Restaurant_latitude                  10.994136
Restaurant_longitude                 76.963303
Delivery_location_latitude           11.004136
Delivery_location_longitude          76.973303
Order_Date                          15-03-2022
Time_Orderd                              10:30
Time_Order_picked                        10:35
Weather conditions                      Cloudy
Road_traffic_density                       Low
Vehicle_condition                            0
Type_of_order                           Drinks
Type_of_vehicle                     motorcycle
multiple_deliveries                   0.000000
Festival                                    No
City                                     Urban
Time_taken (min)                     24.000000
Name: 44363, dtype: object
