ID                                       0x938a
Delivery_person_ID                MYSRES08DEL01
Delivery_person_Age                   31.000000
Delivery_person_Ratings                3.500000
Restaurant_latitude                   12.297954
Restaurant_longitude                  76.665169
Delivery_location_latitude            12.407954
Delivery_location_longitude           76.775169
Order_Date                           27-03-2022
Time_Orderd                               23:45
Time_Order_picked                         23:60
Weather conditions                       Cloudy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      33.000000
Name: 37135, dtype: object
