ID                                       0x708c
Delivery_person_ID                MYSRES03DEL03
Delivery_person_Age                   37.000000
Delivery_person_Ratings                4.600000
Restaurant_latitude                   12.299524
Restaurant_longitude                  76.642620
Delivery_location_latitude            12.359524
Delivery_location_longitude           76.702620
Order_Date                           05-03-2022
Time_Orderd                               21:10
Time_Order_picked                         21:15
Weather conditions                       Cloudy
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      30.000000
Name: 37893, dtype: object
