ID                                       0x289c
Delivery_person_ID             RANCHIRES04DEL01
Delivery_person_Age                   37.000000
Delivery_person_Ratings                4.200000
Restaurant_latitude                   23.359033
Restaurant_longitude                  85.325347
Delivery_location_latitude            23.399033
Delivery_location_longitude           85.365347
Order_Date                           05-03-2022
Time_Orderd                               16:15
Time_Order_picked                         16:25
Weather conditions                       Stormy
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                      motorcycle
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      34.000000
Name: 13158, dtype: object
