ID                                       0x97f1
Delivery_person_ID             RANCHIRES02DEL02
Delivery_person_Age                       30.00
Delivery_person_Ratings                    4.40
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.13
Delivery_location_longitude                0.13
Order_Date                           31-03-2022
Time_Orderd                               17:50
Time_Order_picked                         17:55
Weather conditions                          Fog
Road_traffic_density                     Medium
Vehicle_condition                             1
Type_of_order                             Snack
Type_of_vehicle                         scooter
multiple_deliveries                        2.00
Festival                                    Yes
City                              Metropolitian
Time_taken (min)                          39.00
Name: 12967, dtype: object
