ID                                       0x6661
Delivery_person_ID             RANCHIRES12DEL02
Delivery_person_Age                       38.00
Delivery_person_Ratings                    5.00
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.02
Delivery_location_longitude                0.02
Order_Date                           05-04-2022
Time_Orderd                                9:10
Time_Order_picked                          9:15
Weather conditions                       Cloudy
Road_traffic_density                        Low
Vehicle_condition                             1
Type_of_order                             Snack
Type_of_vehicle                      motorcycle
multiple_deliveries                        0.00
Festival                                     No
City                                      Urban
Time_taken (min)                          17.00
Name: 15216, dtype: object
