ID                                       0x2952
Delivery_person_ID                SURRES06DEL01
Delivery_person_Age                         NaN
Delivery_person_Ratings                     NaN
Restaurant_latitude                   21.185047
Restaurant_longitude                  72.808590
Delivery_location_latitude            21.225047
Delivery_location_longitude           72.848590
Order_Date                           26-03-2022
Time_Orderd                                 NaN
Time_Order_picked                         15:35
Weather conditions                          NaN
Road_traffic_density                        NaN
Vehicle_condition                             3
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      23.000000
Name: 21279, dtype: object
