ID                                     0x4a02
Delivery_person_ID             INDORES04DEL02
Delivery_person_Age                 33.000000
Delivery_person_Ratings              4.600000
Restaurant_latitude                 22.753659
Restaurant_longitude                75.903365
Delivery_location_latitude          22.773659
Delivery_location_longitude         75.923365
Order_Date                         24-03-2022
Time_Orderd                              8:60
Time_Order_picked                        9:15
Weather conditions                        Fog
Road_traffic_density                      Low
Vehicle_condition                           1
Type_of_order                            Meal
Type_of_vehicle                    motorcycle
multiple_deliveries                  1.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    15.000000
Name: 30776, dtype: object
