ID                                    0x170d
Delivery_person_ID             MYSRES02DEL01
Delivery_person_Age                29.000000
Delivery_person_Ratings             4.600000
Restaurant_latitude                12.304569
Restaurant_longitude               76.643622
Delivery_location_latitude         12.314569
Delivery_location_longitude        76.653622
Order_Date                        11-03-2022
Time_Orderd                             8:10
Time_Order_picked                       8:25
Weather conditions                       Fog
Road_traffic_density                     Low
Vehicle_condition                          2
Type_of_order                          Snack
Type_of_vehicle                      scooter
multiple_deliveries                      NaN
Festival                                  No
City                                   Urban
Time_taken (min)                   17.000000
Name: 28796, dtype: object
