ID                                       0x1f37
Delivery_person_ID               BANGRES04DEL01
Delivery_person_Age                   33.000000
Delivery_person_Ratings                4.700000
Restaurant_latitude                   12.980410
Restaurant_longitude                  77.640489
Delivery_location_latitude            13.020410
Delivery_location_longitude           77.680489
Order_Date                           19-03-2022
Time_Orderd                               16:15
Time_Order_picked                         16:30
Weather conditions                       Stormy
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      28.000000
Name: 7241, dtype: object
