ID                                       0x913d
Delivery_person_ID                MYSRES03DEL02
Delivery_person_Age                   31.000000
Delivery_person_Ratings                4.500000
Restaurant_latitude                   12.299524
Restaurant_longitude                  76.642620
Delivery_location_latitude            12.429524
Delivery_location_longitude           76.772620
Order_Date                           06-03-2022
Time_Orderd                               19:60
Time_Order_picked                         20:10
Weather conditions                        Sunny
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      19.000000
Name: 30402, dtype: object
