ID                                     0x4d3
Delivery_person_ID             MYSRES16DEL01
Delivery_person_Age                      NaN
Delivery_person_Ratings                  NaN
Restaurant_latitude               -12.316967
Restaurant_longitude              -76.603067
Delivery_location_latitude         12.326967
Delivery_location_longitude        76.613067
Order_Date                        21-03-2022
Time_Orderd                              NaN
Time_Order_picked                      10:40
Weather conditions                       NaN
Road_traffic_density                     NaN
Vehicle_condition                          3
Type_of_order                         Buffet
Type_of_vehicle                      scooter
multiple_deliveries                 0.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   21.000000
Name: 44352, dtype: object
