ID                                       0x74e7
Delivery_person_ID               PUNERES04DEL03
Delivery_person_Age                   35.000000
Delivery_person_Ratings                4.500000
Restaurant_latitude                   18.514210
Restaurant_longitude                  73.838429
Delivery_location_latitude            18.574210
Delivery_location_longitude           73.898429
Order_Date                           26-03-2022
Time_Orderd                               19:10
Time_Order_picked                         19:20
Weather conditions                       Cloudy
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      27.000000
Name: 42464, dtype: object
