ID                                       0x88d6
Delivery_person_ID                HYDRES06DEL01
Delivery_person_Age                   26.000000
Delivery_person_Ratings                4.500000
Restaurant_latitude                   17.455894
Restaurant_longitude                  78.375467
Delivery_location_latitude            17.495894
Delivery_location_longitude           78.415467
Order_Date                           13-03-2022
Time_Orderd                               12:40
Time_Order_picked                         12:45
Weather conditions                        Sunny
Road_traffic_density                       High
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      12.000000
Name: 15330, dtype: object
