ID                                    0x424e
Delivery_person_ID             HYDRES20DEL02
Delivery_person_Age                      NaN
Delivery_person_Ratings                  NaN
Restaurant_latitude                17.483216
Restaurant_longitude               78.552111
Delivery_location_latitude         17.613216
Delivery_location_longitude        78.682111
Order_Date                        04-03-2022
Time_Orderd                              NaN
Time_Order_picked                      17:60
Weather conditions                     Sunny
Road_traffic_density                  Medium
Vehicle_condition                          1
Type_of_order                         Buffet
Type_of_vehicle                      scooter
multiple_deliveries                 0.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   15.000000
Name: 13922, dtype: object
