ID                                      0x8a73
Delivery_person_ID             CHENRES010DEL03
Delivery_person_Age                  32.000000
Delivery_person_Ratings               4.600000
Restaurant_latitude                  13.066762
Restaurant_longitude                 80.251865
Delivery_location_latitude           13.096762
Delivery_location_longitude          80.281865
Order_Date                          11-03-2022
Time_Orderd                              17:45
Time_Order_picked                        17:60
Weather conditions                      Cloudy
Road_traffic_density                    Medium
Vehicle_condition                            1
Type_of_order                             Meal
Type_of_vehicle                        scooter
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     15.000000
Name: 680, dtype: object
