ID                                       0x4d01
Delivery_person_ID                VADRES11DEL03
Delivery_person_Age                   21.000000
Delivery_person_Ratings                4.000000
Restaurant_latitude                   22.308096
Restaurant_longitude                  73.167753
Delivery_location_latitude            22.398096
Delivery_location_longitude           73.257753
Order_Date                           02-03-2022
Time_Orderd                               21:35
Time_Order_picked                         21:45
Weather conditions                       Cloudy
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      35.000000
Name: 2751, dtype: object
