ID                                      0x138a
Delivery_person_ID             COIMBRES07DEL03
Delivery_person_Age                        NaN
Delivery_person_Ratings                    NaN
Restaurant_latitude                  10.961850
Restaurant_longitude                 76.971082
Delivery_location_latitude           11.021850
Delivery_location_longitude          77.031082
Order_Date                          11-03-2022
Time_Orderd                                NaN
Time_Order_picked                        21:35
Weather conditions                      Cloudy
Road_traffic_density                       Jam
Vehicle_condition                            2
Type_of_order                            Snack
Type_of_vehicle                     motorcycle
multiple_deliveries                   0.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     20.000000
Name: 14756, dtype: object
