ID                                       0x180c
Delivery_person_ID                HYDRES11DEL01
Delivery_person_Age                   32.000000
Delivery_person_Ratings                4.800000
Restaurant_latitude                   17.430448
Restaurant_longitude                  78.418213
Delivery_location_latitude            17.440448
Delivery_location_longitude           78.428213
Order_Date                           30-03-2022
Time_Orderd                                8:10
Time_Order_picked                          8:15
Weather conditions                       Cloudy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      16.000000
Name: 21552, dtype: object
