ID                                       0x538b
Delivery_person_ID               BANGRES02DEL03
Delivery_person_Age                   26.000000
Delivery_person_Ratings                4.700000
Restaurant_latitude                   12.970221
Restaurant_longitude                  77.645396
Delivery_location_latitude            13.030221
Delivery_location_longitude           77.705396
Order_Date                           01-04-2022
Time_Orderd                               19:30
Time_Order_picked                         19:40
Weather conditions                       Stormy
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      13.000000
Name: 21559, dtype: object
