ID                                      0x5c5
Delivery_person_ID             PUNERES19DEL01
Delivery_person_Age                       NaN
Delivery_person_Ratings                   NaN
Restaurant_latitude                 18.563934
Restaurant_longitude                73.915367
Delivery_location_latitude          18.603935
Delivery_location_longitude         73.955367
Order_Date                         01-04-2022
Time_Orderd                               NaN
Time_Order_picked                       12:20
Weather conditions                     Stormy
Road_traffic_density                     High
Vehicle_condition                           1
Type_of_order                           Snack
Type_of_vehicle                    motorcycle
multiple_deliveries                  0.000000
Festival                                   No
City                                    Urban
Time_taken (min)                    28.000000
Name: 26608, dtype: object
