ID                                       0x16a3
Delivery_person_ID               PUNERES12DEL02
Delivery_person_Age                         NaN
Delivery_person_Ratings                     NaN
Restaurant_latitude                   18.520016
Restaurant_longitude                  73.830547
Delivery_location_latitude            18.650016
Delivery_location_longitude           73.960547
Order_Date                           06-03-2022
Time_Orderd                                 NaN
Time_Order_picked                         18:60
Weather conditions                          NaN
Road_traffic_density                        NaN
Vehicle_condition                             3
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      26.000000
Name: 42626, dtype: object
