ID                                    0x960a
Delivery_person_ID             MUMRES14DEL01
Delivery_person_Age                37.000000
Delivery_person_Ratings             3.900000
Restaurant_latitude                19.181300
Restaurant_longitude               72.836191
Delivery_location_latitude         19.291300
Delivery_location_longitude        72.946191
Order_Date                        04-04-2022
Time_Orderd                            19:30
Time_Order_picked                      19:40
Weather conditions                     Windy
Road_traffic_density                     Jam
Vehicle_condition                          2
Type_of_order                           Meal
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   37.000000
Name: 45185, dtype: object
