ID                                      0xb126
Delivery_person_ID             COIMBRES12DEL01
Delivery_person_Age                  23.000000
Delivery_person_Ratings               4.600000
Restaurant_latitude                  11.000762
Restaurant_longitude                 76.981876
Delivery_location_latitude           11.010762
Delivery_location_longitude          76.991876
Order_Date                          05-04-2022
Time_Orderd                              10:50
Time_Order_picked                        10:60
Weather conditions                  Sandstorms
Road_traffic_density                       Low
Vehicle_condition                            2
Type_of_order                           Drinks
Type_of_vehicle                     motorcycle
multiple_deliveries                   0.000000
Festival                                    No
City                                     Urban
Time_taken (min)                     10.000000
Name: 25931, dtype: object
