ID                                    0xa792
Delivery_person_ID             JAPRES09DEL03
Delivery_person_Age                32.000000
Delivery_person_Ratings             4.200000
Restaurant_latitude                26.911378
Restaurant_longitude               75.789034
Delivery_location_latitude         26.971378
Delivery_location_longitude        75.849034
Order_Date                        17-03-2022
Time_Orderd                            20:35
Time_Order_picked                      20:40
Weather conditions                Sandstorms
Road_traffic_density                     Jam
Vehicle_condition                          0
Type_of_order                          Snack
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   38.000000
Name: 43742, dtype: object
