ID                                       0xa099
Delivery_person_ID               INDORES05DEL02
Delivery_person_Age                   20.000000
Delivery_person_Ratings                4.700000
Restaurant_latitude                   22.727021
Restaurant_longitude                  75.884167
Delivery_location_latitude            22.857021
Delivery_location_longitude           76.014167
Order_Date                           18-03-2022
Time_Orderd                               19:55
Time_Order_picked                         20:05
Weather conditions                       Stormy
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      23.000000
Name: 34092, dtype: object
