ID                                      0x21f7
Delivery_person_ID             COIMBRES11DEL01
Delivery_person_Age                  23.000000
Delivery_person_Ratings               3.500000
Restaurant_latitude                  11.001753
Restaurant_longitude                 76.986241
Delivery_location_latitude           11.011753
Delivery_location_longitude          76.996241
Order_Date                          01-04-2022
Time_Orderd                              11:30
Time_Order_picked                        11:35
Weather conditions                       Sunny
Road_traffic_density                      High
Vehicle_condition                            0
Type_of_order                             Meal
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     47.000000
Name: 17393, dtype: object
