ID                                       0x4107
Delivery_person_ID                SURRES07DEL02
Delivery_person_Age                   29.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   21.170798
Restaurant_longitude                  72.790489
Delivery_location_latitude            21.190798
Delivery_location_longitude           72.810489
Order_Date                           05-03-2022
Time_Orderd                                9:60
Time_Order_picked                         10:15
Weather conditions                        Sunny
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      16.000000
Name: 8990, dtype: object
