ID                                     0x25e9
Delivery_person_ID             INDORES05DEL01
Delivery_person_Age                 22.000000
Delivery_person_Ratings              4.700000
Restaurant_latitude                 22.727021
Restaurant_longitude                75.884167
Delivery_location_latitude          22.767021
Delivery_location_longitude         75.924167
Order_Date                         05-04-2022
Time_Orderd                             14:50
Time_Order_picked                       14:60
Weather conditions                        Fog
Road_traffic_density                     High
Vehicle_condition                           1
Type_of_order                            Meal
Type_of_vehicle                       scooter
multiple_deliveries                  1.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    25.000000
Name: 44038, dtype: object
