ID                                      0x3d64
Delivery_person_ID             COIMBRES17DEL03
Delivery_person_Age                  33.000000
Delivery_person_Ratings               4.800000
Restaurant_latitude                  11.026117
Restaurant_longitude                 76.944652
Delivery_location_latitude           11.086117
Delivery_location_longitude          77.004652
Order_Date                          01-03-2022
Time_Orderd                              20:10
Time_Order_picked                        20:20
Weather conditions                       Windy
Road_traffic_density                       Jam
Vehicle_condition                            2
Type_of_order                           Drinks
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     25.000000
Name: 42744, dtype: object
