ID                                       0x723d
Delivery_person_ID             RANCHIRES12DEL01
Delivery_person_Age                       34.00
Delivery_person_Ratings                    5.00
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.01
Delivery_location_longitude                0.01
Order_Date                           11-03-2022
Time_Orderd                                8:45
Time_Order_picked                          8:55
Weather conditions                          Fog
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                        1.00
Festival                                     No
City                              Metropolitian
Time_taken (min)                          15.00
Name: 12206, dtype: object
