ID                                    0xbf84
Delivery_person_ID             GOARES07DEL01
Delivery_person_Age                      NaN
Delivery_person_Ratings                  NaN
Restaurant_latitude                15.561295
Restaurant_longitude               73.749478
Delivery_location_latitude         15.671295
Delivery_location_longitude        73.859478
Order_Date                        14-02-2022
Time_Orderd                              NaN
Time_Order_picked                      20:10
Weather conditions                       Fog
Road_traffic_density                     Jam
Vehicle_condition                          2
Type_of_order                          Snack
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   37.000000
Name: 13434, dtype: object
