ID                                    0x422e
Delivery_person_ID             HYDRES20DEL02
Delivery_person_Age                32.000000
Delivery_person_Ratings             4.700000
Restaurant_latitude                17.483216
Restaurant_longitude               78.552111
Delivery_location_latitude         17.503216
Delivery_location_longitude        78.572111
Order_Date                        13-03-2022
Time_Orderd                            11:55
Time_Order_picked                      12:10
Weather conditions                     Sunny
Road_traffic_density                    High
Vehicle_condition                          1
Type_of_order                          Snack
Type_of_vehicle                   motorcycle
multiple_deliveries                 0.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   20.000000
Name: 28608, dtype: object
