ID                                      0x1460
Delivery_person_ID             COIMBRES06DEL03
Delivery_person_Age                  31.000000
Delivery_person_Ratings               4.700000
Restaurant_latitude                  11.021278
Restaurant_longitude                 76.995017
Delivery_location_latitude           11.081278
Delivery_location_longitude          77.055017
Order_Date                          24-03-2022
Time_Orderd                              22:50
Time_Order_picked                        23:05
Weather conditions                         Fog
Road_traffic_density                       Low
Vehicle_condition                            0
Type_of_order                             Meal
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     26.000000
Name: 6753, dtype: object
