ID                                    0x162a
Delivery_person_ID             JAPRES20DEL02
Delivery_person_Age                20.000000
Delivery_person_Ratings             4.200000
Restaurant_latitude                26.956431
Restaurant_longitude               75.776649
Delivery_location_latitude         26.976431
Delivery_location_longitude        75.796649
Order_Date                        13-03-2022
Time_Orderd                            10:60
Time_Order_picked                      11:15
Weather conditions                    Stormy
Road_traffic_density                     Low
Vehicle_condition                          0
Type_of_order                         Drinks
Type_of_vehicle                   motorcycle
multiple_deliveries                 0.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   17.000000
Name: 31143, dtype: object
