ID                                    0xc346
Delivery_person_ID             BHPRES04DEL01
Delivery_person_Age                25.000000
Delivery_person_Ratings             4.800000
Restaurant_latitude                23.184992
Restaurant_longitude               77.417227
Delivery_location_latitude         23.224992
Delivery_location_longitude        77.457227
Order_Date                        15-02-2022
Time_Orderd                            13:50
Time_Order_picked                      13:60
Weather conditions                     Sunny
Road_traffic_density                    High
Vehicle_condition                          2
Type_of_order                           Meal
Type_of_vehicle                   motorcycle
multiple_deliveries                      NaN
Festival                                  No
City                                   Urban
Time_taken (min)                   13.000000
Name: 36470, dtype: object
