ID                                      0x646b
Delivery_person_ID             COIMBRES01DEL02
Delivery_person_Age                  36.000000
Delivery_person_Ratings               4.500000
Restaurant_latitude                  11.016298
Restaurant_longitude                 76.972076
Delivery_location_latitude           11.096298
Delivery_location_longitude          77.052076
Order_Date                          02-04-2022
Time_Orderd                              19:60
Time_Order_picked                        20:15
Weather conditions                       Sunny
Road_traffic_density                       Jam
Vehicle_condition                            1
Type_of_order                            Snack
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     33.000000
Name: 21773, dtype: object
