ID                                      0x4f98
Delivery_person_ID             PUNERES010DEL01
Delivery_person_Age                  38.000000
Delivery_person_Ratings               4.500000
Restaurant_latitude                  18.539299
Restaurant_longitude                 73.897902
Delivery_location_latitude           18.609299
Delivery_location_longitude          73.967902
Order_Date                          27-03-2022
Time_Orderd                              19:60
Time_Order_picked                        20:15
Weather conditions                       Sunny
Road_traffic_density                       Jam
Vehicle_condition                            1
Type_of_order                             Meal
Type_of_vehicle                     motorcycle
multiple_deliveries                   0.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     16.000000
Name: 6705, dtype: object
