ID                                    0x992c
Delivery_person_ID             HYDRES16DEL01
Delivery_person_Age                22.000000
Delivery_person_Ratings             4.600000
Restaurant_latitude                17.440827
Restaurant_longitude               78.393391
Delivery_location_latitude         17.480827
Delivery_location_longitude        78.433391
Order_Date                        09-03-2022
Time_Orderd                            13:50
Time_Order_picked                      13:60
Weather conditions                    Stormy
Road_traffic_density                    High
Vehicle_condition                          2
Type_of_order                         Buffet
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   26.000000
Name: 7126, dtype: object
