ID                                       0x913a
Delivery_person_ID                JAPRES03DEL01
Delivery_person_Age                   26.000000
Delivery_person_Ratings                4.700000
Restaurant_latitude                   26.913483
Restaurant_longitude                  75.803139
Delivery_location_latitude            26.953483
Delivery_location_longitude           75.843139
Order_Date                           03-04-2022
Time_Orderd                               13:15
Time_Order_picked                         13:25
Weather conditions                       Cloudy
Road_traffic_density                       High
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      28.000000
Name: 23473, dtype: object
