ID                                    0x861d
Delivery_person_ID             SURRES19DEL03
Delivery_person_Age                30.000000
Delivery_person_Ratings             4.200000
Restaurant_latitude                21.149669
Restaurant_longitude               72.772629
Delivery_location_latitude         21.239669
Delivery_location_longitude        72.862629
Order_Date                        20-03-2022
Time_Orderd                            17:35
Time_Order_picked                      17:40
Weather conditions                    Cloudy
Road_traffic_density                  Medium
Vehicle_condition                          2
Type_of_order                           Meal
Type_of_vehicle                   motorcycle
multiple_deliveries                 0.000000
Festival                                 Yes
City                                   Urban
Time_taken (min)                   39.000000
Name: 32128, dtype: object
