ID                                    0xc035
Delivery_person_ID             ALHRES07DEL02
Delivery_person_Age                24.000000
Delivery_person_Ratings             4.900000
Restaurant_latitude               -25.449659
Restaurant_longitude               81.839744
Delivery_location_latitude         25.579659
Delivery_location_longitude        81.969744
Order_Date                        18-02-2022
Time_Orderd                            23:20
Time_Order_picked                      23:25
Weather conditions                     Sunny
Road_traffic_density                     Low
Vehicle_condition                          0
Type_of_order                         Drinks
Type_of_vehicle                   motorcycle
multiple_deliveries                 0.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   27.000000
Name: 15947, dtype: object
