ID                                       0x2f12
Delivery_person_ID               BANGRES02DEL02
Delivery_person_Age                   33.000000
Delivery_person_Ratings                4.600000
Restaurant_latitude                   12.970221
Restaurant_longitude                  77.645396
Delivery_location_latitude            12.990221
Delivery_location_longitude           77.665396
Order_Date                           03-03-2022
Time_Orderd                               11:55
Time_Order_picked                         12:10
Weather conditions                        Windy
Road_traffic_density                       High
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      33.000000
Name: 30053, dtype: object
