ID                                     0x59c
Delivery_person_ID             JAPRES11DEL01
Delivery_person_Age                      NaN
Delivery_person_Ratings                  NaN
Restaurant_latitude               -26.902940
Restaurant_longitude               75.793007
Delivery_location_latitude         27.012940
Delivery_location_longitude        75.903007
Order_Date                        31-03-2022
Time_Orderd                              NaN
Time_Order_picked                      24:10
Weather conditions                       Fog
Road_traffic_density                     Low
Vehicle_condition                          0
Type_of_order                          Snack
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   21.000000
Name: 670, dtype: object
