ID                                       0x4f54
Delivery_person_ID                MYSRES06DEL02
Delivery_person_Age                   33.000000
Delivery_person_Ratings                4.200000
Restaurant_latitude                   12.323994
Restaurant_longitude                  76.626167
Delivery_location_latitude            12.403994
Delivery_location_longitude           76.706167
Order_Date                           16-03-2022
Time_Orderd                               21:10
Time_Order_picked                         21:25
Weather conditions                       Stormy
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      44.000000
Name: 6944, dtype: object
