ID                                       0x32f7
Delivery_person_ID               CHENRES19DEL02
Delivery_person_Age                   29.000000
Delivery_person_Ratings                4.700000
Restaurant_latitude                   12.986047
Restaurant_longitude                  80.218114
Delivery_location_latitude            13.116047
Delivery_location_longitude           80.348114
Order_Date                           20-03-2022
Time_Orderd                               19:60
Time_Order_picked                         20:05
Weather conditions                       Stormy
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      22.000000
Name: 33638, dtype: object
