ID                                       0x47a2
Delivery_person_ID                VADRES05DEL01
Delivery_person_Age                   27.000000
Delivery_person_Ratings                4.600000
Restaurant_latitude                   22.310526
Restaurant_longitude                  73.170937
Delivery_location_latitude            22.380526
Delivery_location_longitude           73.240937
Order_Date                           02-03-2022
Time_Orderd                               17:50
Time_Order_picked                         17:60
Weather conditions                        Windy
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      23.000000
Name: 27566, dtype: object
