ID                                       0x237a
Delivery_person_ID             RANCHIRES01DEL01
Delivery_person_Age                   29.000000
Delivery_person_Ratings                4.300000
Restaurant_latitude                   23.416792
Restaurant_longitude                  85.316842
Delivery_location_latitude            23.426792
Delivery_location_longitude           85.326842
Order_Date                           26-03-2022
Time_Orderd                               11:15
Time_Order_picked                         11:25
Weather conditions                   Sandstorms
Road_traffic_density                       High
Vehicle_condition                             0
Type_of_order                            Buffet
Type_of_vehicle                      motorcycle
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      36.000000
Name: 7476, dtype: object
