ID                                        0x629
Delivery_person_ID                SURRES17DEL02
Delivery_person_Age                         NaN
Delivery_person_Ratings                     NaN
Restaurant_latitude                  -21.149569
Restaurant_longitude                  72.772697
Delivery_location_latitude            21.229569
Delivery_location_longitude           72.852697
Order_Date                           06-04-2022
Time_Orderd                                 NaN
Time_Order_picked                         22:30
Weather conditions                          NaN
Road_traffic_density                        NaN
Vehicle_condition                             3
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      21.000000
Name: 25183, dtype: object
