ID                                       0x16f2
Delivery_person_ID               INDORES15DEL02
Delivery_person_Age                   28.000000
Delivery_person_Ratings                5.000000
Restaurant_latitude                   22.760072
Restaurant_longitude                  75.892574
Delivery_location_latitude            22.840072
Delivery_location_longitude           75.972574
Order_Date                           23-03-2022
Time_Orderd                               18:30
Time_Order_picked                         18:35
Weather conditions                       Stormy
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      27.000000
Name: 24882, dtype: object
