ID                                    0x123e
Delivery_person_ID             VADRES03DEL01
Delivery_person_Age                    37.00
Delivery_person_Ratings                 4.30
Restaurant_latitude                    22.32
Restaurant_longitude                   73.17
Delivery_location_latitude             22.43
Delivery_location_longitude            73.28
Order_Date                        20-03-2022
Time_Orderd                            21:25
Time_Order_picked                      21:40
Weather conditions                       Fog
Road_traffic_density                     Jam
Vehicle_condition                          2
Type_of_order                           Meal
Type_of_vehicle                      scooter
multiple_deliveries                     2.00
Festival                                  No
City                           Metropolitian
Time_taken (min)                       43.00
Name: 36469, dtype: object
