ID                                       0x2e25
Delivery_person_ID               PUNERES08DEL03
Delivery_person_Age                    21.00000
Delivery_person_Ratings                 4.60000
Restaurant_latitude                    18.53408
Restaurant_longitude                   73.89852
Delivery_location_latitude             18.59408
Delivery_location_longitude            73.95852
Order_Date                           24-03-2022
Time_Orderd                               20:45
Time_Order_picked                         20:55
Weather conditions                          Fog
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                     0.00000
Festival                                     No
City                              Metropolitian
Time_taken (min)                       33.00000
Name: 34915, dtype: object
