ID                                        0x481
Delivery_person_ID             RANCHIRES06DEL03
Delivery_person_Age                         NaN
Delivery_person_Ratings                     NaN
Restaurant_latitude                  -23.357804
Restaurant_longitude                 -85.325146
Delivery_location_latitude            23.417804
Delivery_location_longitude           85.385146
Order_Date                           05-04-2022
Time_Orderd                                 NaN
Time_Order_picked                         19:55
Weather conditions                          NaN
Road_traffic_density                        NaN
Vehicle_condition                             3
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      29.000000
Name: 37568, dtype: object
