ID                                       0x27e3
Delivery_person_ID                VADRES18DEL03
Delivery_person_Age                       28.00
Delivery_person_Ratings                    4.60
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.06
Delivery_location_longitude                0.06
Order_Date                           03-03-2022
Time_Orderd                               17:60
Time_Order_picked                         18:10
Weather conditions                       Stormy
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                        1.00
Festival                                     No
City                                      Urban
Time_taken (min)                          24.00
Name: 9083, dtype: object
