ID                                    0xc012
Delivery_person_ID             KOLRES08DEL01
Delivery_person_Age                      NaN
Delivery_person_Ratings                  NaN
Restaurant_latitude               -22.537960
Restaurant_longitude              -88.349843
Delivery_location_latitude         22.547960
Delivery_location_longitude        88.359843
Order_Date                        11-02-2022
Time_Orderd                              NaN
Time_Order_picked                       8:30
Weather conditions                    Cloudy
Road_traffic_density                     Low
Vehicle_condition                          2
Type_of_order                         Drinks
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                                   Urban
Time_taken (min)                   15.000000
Name: 26941, dtype: object
