ID                                     0x993c
Delivery_person_ID             INDORES06DEL03
Delivery_person_Age                 36.000000
Delivery_person_Ratings              4.500000
Restaurant_latitude                 22.728163
Restaurant_longitude                75.884212
Delivery_location_latitude          22.788163
Delivery_location_longitude         75.944212
Order_Date                         21-03-2022
Time_Orderd                             21:60
Time_Order_picked                       22:10
Weather conditions                      Sunny
Road_traffic_density                      Jam
Vehicle_condition                           1
Type_of_order                           Snack
Type_of_vehicle                       scooter
multiple_deliveries                  1.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    18.000000
Name: 15338, dtype: object
